     -25        0  0.00992        0
   -24.8        0   0.0104        0
   -24.6        0   0.0108        0
   -24.4        0   0.0113        0
   -24.2        0   0.0118        0
     -24        0   0.0123        0
   -23.8        0   0.0128        0
   -23.6        0   0.0134        0
   -23.4        0    0.014        0
   -23.2        0   0.0146        0
     -23        0   0.0152        0
   -22.8        0   0.0159        0
   -22.6        0   0.0166        0
   -22.4        0   0.0173        0
   -22.2        0    0.018        0
     -22        0   0.0188        0
   -21.8        0   0.0196        0
   -21.6        0   0.0205        0
   -21.4        0   0.0214        0
   -21.2        0   0.0223        0
     -21        0   0.0233        0
   -20.8        0   0.0243        0
   -20.6        0   0.0253        0
   -20.4        0   0.0264        0
   -20.2        0   0.0275        0
     -20        0   0.0287        0
   -19.8        0     0.03        0
   -19.6        0   0.0312        0
   -19.4        0   0.0326        0
   -19.2        0    0.034        0
     -19        0   0.0354        0
   -18.8        0   0.0369        0
   -18.6        0   0.0385        0
   -18.4        0   0.0401        0
   -18.2        0   0.0418        0
     -18        0   0.0436        0
   -17.8        0   0.0454        0
   -17.6        0   0.0473        0
   -17.4        0   0.0493        0
   -17.2        0   0.0513        0
     -17        0   0.0534        0
   -16.8        0   0.0557        0
   -16.6        0    0.058        0
   -16.4        0   0.0603        0
   -16.2        0   0.0628        0
     -16        0   0.0654        0
   -15.8        0   0.0681        0
   -15.6        0   0.0708        0
   -15.4        0   0.0737        0
   -15.2        0   0.0767        0
     -15        0   0.0797        0
   -14.8        0   0.0829        0
   -14.6        0   0.0862        0
   -14.4        0   0.0896        0
   -14.2        0   0.0932        0
     -14        0   0.0968        0
   -13.8        0    0.101        0
   -13.6        0    0.105        0
   -13.4        0    0.109        0
   -13.2        0    0.113        0
     -13        0    0.117        0
   -12.8        0    0.121        0
   -12.6        0    0.126        0
   -12.4        0    0.131        0
   -12.2        0    0.136        0
     -12        0    0.141        0
   -11.8        0    0.146        0
   -11.6        0    0.151        0
   -11.4        0    0.157        0
   -11.2        0    0.162        0
     -11        0    0.168        0
   -10.8        0    0.174        0
   -10.6        0     0.18        0
   -10.4        0    0.186        0
   -10.2        0    0.192        0
     -10        0    0.199        0
    -9.8        0    0.205        0
    -9.6        0    0.212        0
    -9.4        0    0.219        0
    -9.2        0    0.226        0
      -9        0    0.233        0
    -8.8        0    0.241        0
    -8.6        0    0.248        0
    -8.4        0    0.256        0
    -8.2        0    0.264        0
